c_text	c_thembez	c_tatsache	c_meinung	c_begruend	c_loes	c_zusw	c_frage	c_anrede	c_respekt	c_beznutzer	c_bezmedium	c_bezinhalt	c_bezpers	c_bezform	c_story	c_schrei	c_vulg	c_beleid	c_sarkzy	c_diskrim	c_luegenv	c_droh	c_gewalr	c_verwünsch	c_quali
Bei der Situation in der Pflege ist der Wunsch zu sterben oftmals auch nachvollziehbar. Der Pflegenotstand geht ja einher mit dem z.b Gesundheitszustand der Bewohnern in einem Altenheim. Bei solch Zusammenhängen kommt mir das Grausen.	3	2	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
80,2 zu 78,6. Ergibt auf/abgerundet ein Jahr Unterschied, so gesehen hat er Recht.	1	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Die Pfarrer, die ich bisher am Volkstrauertag gehört habe, hatten dazu eine Aussage, die ich gerne unterstütze: Wir trauern um alle Menschen auf der ganzen Welt, die eines gewaltsamen Todes sterben mussten. Das wurde von allen Anwesenden akzeptiert und mitgetragen. Da dürfen sich Traditionen auch gerne wandeln, finde ich.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Einfach nur traurig was hier in Deutschland passiert. Die Politik interessiert es leider nicht	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dagmar Rautenberg woher wissen Sie das? Glauben heißt nicht Wissen 🤓	0	1	2	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
Christian Kruse der Grund dürfte sein, dass der Ausstoß von infektiösem Material bei bestimmten Verhaltensweisen höher ist, als bei anderen. Sitzt man (im Büro oder im ÖPNV) wird weniger infektiöses Material ausgestoßen, als etwa beim Singen oder wenn man sich verausgabt (Fitnessstudios).	3	2	0	3	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Hier haben wir jemanden der die aggressive vegan Sekte spiegelt, wer nicht die Meinung von denen vertritt, wird diffamiert und stigmatisiert.	2	0	3	0	0	0	0	0	0	2	0	1	2	2	0	0	0	3	0	2	0	0	0	0	0
Jawolloooooo! Läuft bei mir! 🤣	3	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Peter Konter Gähn	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
Benjamin Ahlborn mit diesem Post bist du nun ein Geächteter. Die Merkel-Coronajünger werden dich flamen ohne ende.	1	0	3	0	0	0	0	0	0	3	0	3	0	1	0	0	0	1	3	3	3	0	0	0	0
Auf die Antje sollte man hören! Die ist wenigstens intelligent und vom Fach! ................... die anderen sind nur Dödel die sich nur ein paar Euronen nebenbei verdienen wollen/müssen!!!	3	0	3	3	0	0	0	0	3	0	3	0	0	0	0	3	1	3	3	2	2	0	0	0	1
"Auch an unserer Schule fehlen viele Lehrkräfte und das nicht nur coronabedingt.....
Unsere Grosse ist im letzten Jahr und da ist jetzt z. Bsp der Bio-Lehrer seit Oktober in Elternzeit und ein weitere Lehrkräfte in anderen Fächern folgen. Ersatz ist vorerst nicht in Sicht... Haben die Schüler halt Freistunden... Super Abivorbereitung!"	2	2	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	2
Jost Organista das wäre doch ein Einsatz für dich!	3	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
"Ein Skandal ist das! Warum wird hier sehr gut erklärt!

https://dlive.tv/p/samueleckert+KdSOw-cMg?fbclid=IwAR0EZZH64M2vYD2WKR_ixF6Eh0xuQiaVLI3H59VggliYGELjaN6k6hyPLVg"	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sowas macht einen traurig und wütend zugleich zu lesen, mich zumindest sehr....	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Wo bleibt der Beweis das das was bringt wo ist die Verhältnismäßigkeit? Einfach nur noch🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮	3	0	3	1	0	0	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
Mein Gefühl ist, dass wir für 3000 Städte und 10000 Gemeinden, insgesamt 1300 Kliniken haben. Dort werden zurzeit 2900 positiv getesteten Menschen intensiv behandelt. Davon ca. 1500 werden beatmet.	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Manfred Fikenzer danke	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Dafür, dass der RTW als KTW benutzt wird, kann aber das DRK nichts. Das ist eine Entscheidung der zuständigen Rettungsleitstelle.	3	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Christopher Otto ich habe lange gesucht. Aber sie haben recht. Das ist die Nachricht hinter der Nachricht. Da habe ich schon vergeblich nach gesucht. Da dürfen wir wieder irgendetwas hinnehmen und dann kommt sofort wieder so eine unsinnige Kampagne gegen das Impfen	1	0	3	0	0	0	0	0	2	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1
Dominique Hönisch ja	3	0	1	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
"Hallo Gaby Jansen, wir sehen, dass du hier fleißig Werbung für den Bueraner Weihnachtsmarkt machst. Normalerweise löschen wir wiederholt gepostete Links, da wir nicht für die Richtigkeit der Inhalte garantieren können. Das steht auch in unserer Netiquette: "" [...] Gleiches gilt für Inhalte gewerblichen und/oder werbenden Charakters. Eine Nutzung zu kommerziellen Zwecken ist nicht erlaubt. Ebenfalls unerwünscht sind ständige Wiederholungen des gleichen Inhalts, Unfug sowie unsinnige Texte. Bitte berücksichtigen Sie, dass sich Ihre Beiträge stets auf das Thema der Diskussion beziehen sollen. Bei Links zu externen Webseiten behalten wir uns vor, verlinkte Inhalte zu überprüfen und gegebenenfalls die URL oder den gesamten Kommentar zu entfernen. [...]"". Bitte halte dich also an unsere Regeln."	0	3	0	0	1	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2
René Duisburg eine Sack Kahre!!!	3	0	0	0	1	0	0	0	0	3	0	3	0	0	0	3	0	0	1	0	0	0	0	0	2
Jörch van Hagemeister weil es dafür keinen einzigen wissenschaftlich belegten Grund gibt, der dieses erforderlich macht !	3	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
na wenn das dein größtes Problem ist... 🤷‍♂️	0	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
Sabrina Kurze Ra is klar.	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1
Recht hat er!👏	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Trifft immer die richtigen....	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	3	0
Was ist mit Menschen die mit Risikogruppen arbeiten z.B. Altenpfleger die sich nicht impfen lassen möchten? dürfen die trotzdem weiterarbeiten? Stellen ja weiterhin ein Risiko dar	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Norbert Meier was ist eigentlich mit Bestandsschutz?	3	0	3	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	3	2	0	0	0	0	0
Das ist eine gute Nachbarschaft. Ich finde es ganz toll	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Hallo Giuseppe Serio, danke, dass Sie Ihren Eindruck mit uns teilen. Sind Sie häufiger in Italien? Und wie sieht es bei den Anderen aus? Können Sie Guiseppe Serio zustimmen?	0	0	1	0	0	0	3	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Mist, das haben wir vergessen aufzuschreiben.🤦🤦	3	3	3	0	0	0	0	0	0	3	0	3	0	0	1	1	1	0	2	0	0	0	0	0	2
Worin besteht der Unterschied in der Zusammensetzung zur 4 Fach Grippeschutzimpfung ‼️‼️‼️	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1
"Genau die Jugendlichen die fordern das die ""Alten Weißen"" Männer in Sachen klimaschutz Rücksicht auf die Jugend nehmen sollen kümmern sich einen alten Sch... s um dien Coronaregeln und die älteren Menschen die der Virus dahinrafft 👎 so viel zum Thema Friday for future... Nix als heiße Luft 👎🤷‍♀️"	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Sehr schön ein richtiger Schnitt in Richtung Normalität 👍🙂	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Die Antifa fordert, die linke ist eine Partei da macht man den Bock zum Gärtner, wär hat den auf die Bürger der damaligen DDR geschossen????	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bitte macht einmal eine Sendung, in der genau aufgezeigt wird, wie viele infizierte Personen es in Deutschland seit März gegeben hat und wie die Infektion bei den Meisten verlaufen ist. Eine Schwalbe macht noch keinen Sommer. Grippe verläuft auch nicht immer gleich gut oder schlimm. Nein, ich bin kein Coronaleugner, nur diese Angstschürrerei ist nervtötend.	3	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Zum totlachen ist vor allem Euer ZDF-Kasper.	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	1
Das ist so, weil weggucken leichter ist. Traurig.	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bei uns liegen sie leider am Wochenende am Strand/Rhein. Ich finde es eine tolle Idee.	3	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Stefanie Boly Finde die Idee das Geld in Schulen anzulegen auch sinnvoller. Werde dort nicht mehr mit unserem Kind Schwimmen gehen . 2x Probiert und 2x Polizei Einsätze erlebt. Das Publikum kann sich dort größtenteils nicht benehmen.	3	1	3	3	1	2	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	2
Heute in beiden Richtungen befahren. Echt gute Arbeit gemacht. Hätte ich nicht gedacht.	3	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Monika De Simoi und blinke Lampen 😷😂😂😂	2	0	1	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	2
Paul übt auch schon den bösen Blick. 🤪	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Cyrus Azadi haben Sie in der DDR gelebt?	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
"Der Bernd und Konsorten wollen nicht anständig bezahlen! Plasberg hat ja voll ins schwarze getroffen als er Berni sagte auf die Antwort von Berni zum Mindestlohn zum: ""Dass ihn niemand daran hindert mehr zu bezahlen"". Das Plasberg mal einen richtigen Gedanken hatte tut mir richtig aua."	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Im Sommer soll das Industriedenkmal mit einer Ausstellung unter dem Titel „Das zerbrechliche Paradies“ wiedereröffnet werden. Freut ihr euch drauf? 😊	3	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Morgens, kurz nach 6 am Hafen Scheppen.	3	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Beate Lange: Das finden wir auch toll!	3	0	3	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Und was glauben Sie ? Das das in 2 Monaten passiert? Diese ganze Scheisse geht mir langsam auf den Sack. Ich habe keinen Bock mehr , hier einen auf Solidarität zu spielen.	2	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1
Becca Jaah 👎👎👎🥵🥵🥵AfD Trolle,nein Danke!	1	0	3	0	0	0	0	0	0	3	0	3	1	0	0	2	0	1	0	0	1	0	0	0	1
Die drehen echt alle durch! 🤮🤮	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Wieso gibt es während des Wellenbrecher- Lockdowns verkaufsoffene Sonntage? Das ist doch paradox.	2	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sehr gut	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Christiane Niesel ....könntest du mir mal bitte Infos über diesen Kurs schicken....Danke😘	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Geld regiert die Welt,Pfeift auf Corona, Es lebe Fussball,das ist wichtig,Gesundheit ist zweitrangig !!!	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2
Sonata Urbo??? Ist das ein Vergleich? Dann fehlt was	0	0	3	1	0	0	3	0	0	3	0	3	0	1	0	3	0	0	0	0	0	0	0	0	2
Durchaus sinnvoll, daß man darüber nachdenkt, wer priorisiert werden soll, aber sogar darüber regt man sich auf. Echt jetzt? Impfgegner sind das Paradebeispiel dafür, daß unser Bildungssystem gnadenlos versagt hat.	3	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	1	0	0	0	0	1
und das Beste ist, wenn derjenige nicht auffindbar ist zahlt das Restaurant... das wurde nämlich auch gesagt... tja, nach den Kommentaren zu urteilen überall, gehen so manche Restaurants bald in die Insolvenz dank dieser Leute	3	2	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hart aber fair der hat endlich mal gesagt was viele denken? Wie kann es sein, das BMW Dividenden ausschüttet an Frau Klärten und gleichzeitig Geld aus Steuergeldern bekommt? Das die Lufthansa Geld ohne Ende bekommt, es in den Krankenhäusern aber an allem mangelt. Schade, ich habe diese Sendung leider nicht von Beginn gesehen. Apropos Krankenhäuser....die bekommen wie man hören könnte für Bettenleerstand 760 € an Tag? Und für jedes neue Intensivbett 50.000 €? - Und dann fehlt dem Bett noch das Beatmungsgerät, weil der Hersteller nicht nach kommt? Armes Deutschland!	3	3	3	1	0	2	1	0	2	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	2
Ilona Fakesch nehmen Sie mal die Maske ab und holen Sie mal tief Luft 	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Martin Reiners wer sind denn die reichen Eltern?	1	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Ulrike Mähl was will man auch von einem Bankkaufmann anderes erwarten. Völlig fehlbesetzt in diesem Amt.	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1
Die Frage ist doch, woher die Diebe von dem Versteck und von dem Geld wussten!	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Pammy-Vegan Urban-Cahill lächerlich	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Bea Ha Soso..damit wären die Covidioten fein raus. Nur weiß aber noch niemand, wie lange der Schutz der Impfung anhält.	3	3	2	0	0	2	0	0	0	3	0	3	0	0	0	0	3	3	3	0	0	0	0	0	2
Thomas Stinnesbeck Wer?	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Und Corona weiter nach vorne...bravo.	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
"Vivien Lewis Dann schau dir mal die Zahl der Toten in den letzten Wochen an.! Fast keiner. Und richtig, bei einer Sommergrippe ist niemand mit Maske rum gerannt.
"	3	3	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
Interessant, welche Kriterien heutzutage zur Besetzung einer Top-Position gelten. Erst Frauenquote, hier kommt Ostdeutsche Herkunft ins Spiel (rückwirkend) - aha! Was kommt als nächstes? Vielleicht brauchen wir mehr rothaarige in Spitzenpositionen? Oder doch auch mal Menschen mit über 2m Körpergröße - werden ja völlig diskriminiert....	3	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Thomas Grabowski und das kleine Kind direkt auch 🤦‍♀️	0	0	3	0	1	0	0	0	0	3	0	0	3	0	0	0	0	1	1	0	0	0	0	2	1
Niklas Engel Was hat Grichenland, Frankreich, Finnland mit der Wiedervereingung zu tun?. Die so genannten Ossis wurden von den so genannt Wessi quasi überrollt. Angefangen vom damaligen Strassenbau, Hochbau Estrichverlegung und noch andere Handwerksberufe. Ich war damals als Strassenbaugeselle mit einer Firma aus Dortmund in Zerbst und der Umgebung tätig. Und habe dort sehr viel einheimische Handwerker kennengelernt die Fachlich das selbe Niveau hatten wie wir. Bei uns wurden damals fünf Leute aus dem Kreis Zerbst eingestellt mit 5 Mark pro. Std. weniger. Es wurden Grundstücke für 100-500Mark verkauft. Alles was der Osten zu bieten hatte, hatte kein Wert, Qualität und genau da hat die Politik vollkommen versagt. Die so genannten Ossis hätten es auch alleine geschafft	3	3	3	0	0	2	2	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	2
Wieder eine Umfrage aus der RTL-Kantine	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	1	0	0	0	1
"Harald Sommer, selbst wenn diese Politiker es medienwirksam in der Öffentlichkeit durchführen würden , kann man leider nicht ausschließen, dass dabei getrikst wird und womöglich der beworbene Impfstoff gegen ein nettes Vitaminpräparat ausgetauscht wird 😳 Wie hieß es in der Sendung so schön ""Vertrauen gewinnen"" aber man sollte beim Vertrauen doch genauer hinsehen!"	2	3	3	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0
Besser wäre es die Politiker zuerst zu impfen und mit Schäuble fangen wir an, so ersetzten wir die Tierversuche und sehen die Langzeitstudie an realitätsfremden Taugenichtsen.	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	0	0	0	0
Ja erstmal Strom und Gas Preise senken und auch Rundfunkbeitrag	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Daniel Schidel - zum Beispiel?	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
PETA macht dies nicht aus Tierliebe. PETA macht das um Aufmerksamkeit zu bekommen. Nur wer regelmäßig im Gespräch ist bekommt Spenden. Wofür werden diese Spenden genutzt ?	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
...wen interessiert das eigentlich wirklich...? Ich kenne niemanden...	2	0	3	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Ich kann nicht verstehen warum man so viel Papierkram heutzutage noch braucht. Es gibt, leider sehr wenige, Lokale, in denen man sich mit einem QR Code ein und wieder auscheckt. Total easy🤷‍♀️	3	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Christine Von Cancrin ein sehr erfolgreiches Schwarze null und sie hat uns gut durch alle Krisen geführt Frage beantwortet	0	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Ich denke egal was wir schreiben was wir denken ob es uns passt oder nicht die bringen durch was die wollen. Mit der Maske ist durch egal wie die Bevölkerung geäußert hat. So werden es auch mit anderen Sachen machen. Meine persönliche Meinung...	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Richtig dieses Land toleriert kein Judenhass oder Islam Hass bzw Fremdenhass aber auch kein Hass gegen Einheimische und Andersdenkende egal welcher Ideologie er nachhängt. Aber leider toleriert unser Land: Altersarmut, miese Renten, teuren Wohnraum, schlechte Arbeitsbedingungen. Tierleid, Steuerflucht, extreme Steuerbelastung, Privilegien für Eliten, Zuwanderer, Millionäre sowie Fußballer, und duldet Hass auf die AFD, Querdenker und Träumer. Wenn sie also was ändern wollen haben sie jetzt reichlich Auswahl dies zu tun. Die Würde der Andersdenkenden ist übrigens genauso durch das Grundgesetz gedeckt sofern es juristisch nicht als Strafbestand gilt. Wer eine Nation voran bringen möchte muß erstmal der einheimischen Bevölkerung Respekt gebühren und dort für Gleichheit und Gerechtigkeit sorgen. Da fehlt es hierzulande seit längeren. Keine Gesellschaft sollte Hass oder Intoleranz dulden und auch keine Ungerechtigkeiten von Eliten und Behörden. Da hapert es mittlerweile... wie auch immer richtiges Urteil und frohes Fest trotz aller Meinungsverschiedenheiten 😉	2	3	3	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Miriam Stern Shisha Bars da wäre Bochum der Ort für den Besuch gewesen. Zumindest der Teil ist Hier öfter	1	2	3	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Trump wird gewinnen. Die Leute mögen mehr die Show als die Vernunft...	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Thomas Gerhold ja leider....	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Stefan Frische ist auch ne super Sache, mich ärgert nur das alle schreien, gebt einen Namen oder ein Kontakt, jeder kann selbst etwas machen und die Aktion als Vorbild nehmen 🙊 Weniger reden mehr machen 🙊	1	3	3	3	1	0	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	2
Das will die Regierung doch so	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
Wir brennen und gehen nach Deutschland ... ein guter Plan, um Politiker zu verspotten und auszubeuten	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0
"Melanie Hajdari geb Dir Recht.
Wir müssen einfach mehr arbeiten, darum brauchen wir keinen Spaß.
Übrigens ist mir Karneval egal. Aber es geht um's Prinzip."	2	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1
Bei diesem Verein würde ich mein Blut nicht spenden 😏	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Evelyn Kühn 😪	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Schon erledigt.	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Nicht mehr als sonst	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Schon vor dem Onlinehandel verschwanden Geschäfte, die grossen Einkaufszentren haben den Untergang eingeläutet. Dazu hohe Ladenmieten, fehlende Parkplätze....	3	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Das Wort vulnerabel hat ja wirklich Einzug gehalten Wie auch exponentiell Wahnsinn wie jeder dies verwendet Und von hätte hätte fahradkette hat niemand was	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Das ist ein großes, schmieriges Verbrechen! Wer sich in so ein Auto setzt hat nicht begriffen, dass es hierbei nur wieder um Prophit geht.	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Daniel Schroer es ist definitiv nicht das wichtigste! Aber die Jugendlichen haben da eine andere Perspektive. Das Feten ausfallen ist eins. Aber die fehlende sozialen Kontakte fallen schwerer und damit auch Dating usw. Mir wäre das früher auch schwer gefallen.	3	0	3	0	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3
Wundert keinen. In dieser Bananenrepublik kann man nicht Leben. Sondern nur überleben.	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Sind die Särge auch leer? Wieder nur Lügen	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
Wie lange hält die Impfung darüber wurde noch nicht geredet ?	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ja und es ist gewollt.genau was jetzt abgeht.. ist auch gewollt.😡	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
Melanie Hinz und was bringt das wenn nicht besser hingeschaut wird? Es ist unglaublich, was alles in einem Staat wie D möglich ist.	3	0	3	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
Donald wurde jetzt erstmalig Negativ getestet! Beim Ausmalen eines Walt Disney - Micky Mouse Taschenbuch..! 😷😷😷 Haltet Andere Gesund und bleibt es selbst!	2	3	1	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1
Die Arbeitgeber müssen endlich kapieren, dass Klatschen alleine nicht ausreichend ist!	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nur für die Ungebildeten unter uns. Wir ein Thema politisiert?	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Aber Hauptsache bei familiemfesten werden die personenzahlen reduziert.merkt ihr noch was???	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1
Oliver Wasseige lustige Ausrede.Schönen Tag	2	0	3	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1
"Henriette Krutwig , ich glaube nicht dass Frau Theresia Eckl-Seibel für die Lösung der Probleme bezahlt wird. Es wird lediglich erwähnt welche Probleme es geben wird wenn alle Forderungen der Grünen umgesetzt werden. Wenn ich zum Friseur gehe, dann möchte ich auch nicht dass der Friseur mir tausend Macken schneidet und dann sagt :"" Sie können es doch auch nicht besser""! 🤷‍♂️"	3	1	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
"Ich habe noch nie 20€ Stundenlohn bekommen. Geschweige 10€ 
Im Bäckereiverkauf oder Zeitarbeit habe ich solches Gehalt nicht bekommen."	3	2	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2
Wer will denn ernsthaft meinen das E-Autos umweltfreundlich sind? Die Batterien sind die reinste Umweltsünde!!! Wasserstoff wäre wesentlich umweltfreundlicher da der Strom aus Wasserstoff hergestellt wird und hinten nur Wasser aus dem Puff kommt. Da fahre ich lieber meinen Benziner weiter da das alles noch unausgegoren ist. Früher meinte man auch das Atomkraftwerke umweltfreundlicher wären und jetzt sitzen wir auf dem Atommüll fest. Warum sollte man Wasserstoff nicht fördern dann braucht man auch nicht die ganzen Ladesäulen aufbauen.	3	3	3	3	3	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2
Was für ein Hohn. Wie alt bitte ist die Entscheidung des Bundesverfassungsgerichtes? - Und wieviel Jahre hat seither die sogenannte Sozial-Demokratische-Partei (mit-)regiert?! Der begriff Heuchler ist vermutlich zu hart. Populismus, Regierungsblabal, polit-Valium wohl zu schwach. SPD? - GEHT IN RENTE!	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	0	0	1	1
